country,year,pop,continent,lifeExp,gdpPercap
0,1952,8425333.0,3,28.801,779.4453145
0,1957,9240934.0,3,30.332,820.8530296
0,1962,10267083.0,3,31.997,853.10071
0,1967,11537966.0,3,34.02,836.1971382
0,1972,13079460.0,3,36.088,739.9811058
0,1977,14880372.0,3,38.438,786.11336
0,1982,12881816.0,3,39.854,978.0114388
0,1987,13867957.0,3,40.822,852.3959448
0,1992,16317921.0,3,41.674,649.3413952
0,1997,22227415.0,3,41.763,635.341351
0,2002,25268405.0,3,42.129,726.7340548
0,2007,31889923.0,3,43.828,974.5803384
1,1952,1282697.0,4,55.23,1601.056136
1,1957,1476505.0,4,59.28,1942.284244
1,1962,1728137.0,4,64.82,2312.888958
1,1967,1984060.0,4,66.22,2760.196931
1,1972,2263554.0,4,67.69,3313.422188
1,1977,2509048.0,4,68.93,3533.00391
1,1982,2780097.0,4,70.42,3630.880722
1,1987,3075321.0,4,72.0,3738.932735
1,1992,3326498.0,4,71.581,2497.437901
1,1997,3428038.0,4,72.95,3193.054604
1,2002,3508512.0,4,75.651,4604.211737
1,2007,3600523.0,4,76.423,5937.029526
2,1952,9279525.0,1,43.077,2449.008185
2,1957,10270856.0,1,45.685,3013.976023
2,1962,11000948.0,1,48.303,2550.81688
2,1967,12760499.0,1,51.407,3246.991771
2,1972,14760787.0,1,54.518,4182.663766
2,1977,17152804.0,1,58.014,4910.416756
2,1982,20033753.0,1,61.368,5745.160213
2,1987,23254956.0,1,65.799,5681.358539
2,1992,26298373.0,1,67.744,5023.216647
2,1997,29072015.0,1,69.152,4797.295051
2,2002,31287142.0,1,70.994,5288.040382
2,2007,33333216.0,1,72.301,6223.367465
3,1952,4232095.0,1,30.015,3520.610273
3,1957,4561361.0,1,31.999,3827.940465
3,1962,4826015.0,1,34.0,4269.276742
3,1967,5247469.0,1,35.985,5522.776375
3,1972,5894858.0,1,37.928,5473.288005
3,1977,6162675.0,1,39.483,3008.647355
3,1982,7016384.0,1,39.942,2756.953672
3,1987,7874230.0,1,39.906,2430.208311
3,1992,8735988.0,1,40.647,2627.845685
3,1997,9875024.0,1,40.963,2277.140884
3,2002,10866106.0,1,41.003,2773.287312
3,2007,12420476.0,1,42.731,4797.231267
4,1952,17876956.0,2,62.485,5911.315053
4,1957,19610538.0,2,64.399,6856.856212
4,1962,21283783.0,2,65.142,7133.166023
4,1967,22934225.0,2,65.634,8052.953021
4,1972,24779799.0,2,67.065,9443.038526
4,1977,26983828.0,2,68.481,10079.02674
4,1982,29341374.0,2,69.942,8997.897412
4,1987,31620918.0,2,70.774,9139.671389
4,1992,33958947.0,2,71.868,9308.41871
4,1997,36203463.0,2,73.275,10967.28195
4,2002,38331121.0,2,74.34,8797.640716
4,2007,40301927.0,2,75.32,12779.37964
5,1952,8691212.0,5,69.12,10039.59564
5,1957,9712569.0,5,70.33,10949.64959
5,1962,10794968.0,5,70.93,12217.22686
5,1967,11872264.0,5,71.1,14526.12465
5,1972,13177000.0,5,71.93,16788.62948
5,1977,14074100.0,5,73.49,18334.19751
5,1982,15184200.0,5,74.74,19477.00928
5,1987,16257249.0,5,76.32,21888.88903
5,1992,17481977.0,5,77.56,23424.76683
5,1997,18565243.0,5,78.83,26997.93657
5,2002,19546792.0,5,80.37,30687.75473
5,2007,20434176.0,5,81.235,34435.36744
6,1952,6927772.0,4,66.8,6137.076492
6,1957,6965860.0,4,67.48,8842.59803
6,1962,7129864.0,4,69.54,10750.72111
6,1967,7376998.0,4,70.14,12834.6024
6,1972,7544201.0,4,70.63,16661.6256
6,1977,7568430.0,4,72.17,19749.4223
6,1982,7574613.0,4,73.18,21597.08362
6,1987,7578903.0,4,74.94,23687.82607
6,1992,7914969.0,4,76.04,27042.01868
6,1997,8069876.0,4,77.51,29095.92066
6,2002,8148312.0,4,78.98,32417.60769
6,2007,8199783.0,4,79.829,36126.4927
7,1952,120447.0,3,50.939,9867.084765
7,1957,138655.0,3,53.832,11635.79945
7,1962,171863.0,3,56.923,12753.27514
7,1967,202182.0,3,59.923,14804.6727
7,1972,230800.0,3,63.3,18268.65839
7,1977,297410.0,3,65.593,19340.10196
7,1982,377967.0,3,69.052,19211.14731
7,1987,454612.0,3,70.75,18524.02406
7,1992,529491.0,3,72.601,19035.57917
7,1997,598561.0,3,73.925,20292.01679
7,2002,656397.0,3,74.795,23403.55927
7,2007,708573.0,3,75.635,29796.04834
8,1952,46886859.0,3,37.484,684.2441716
8,1957,51365468.0,3,39.348,661.6374577
8,1962,56839289.0,3,41.216,686.3415538
8,1967,62821884.0,3,43.453,721.1860862
8,1972,70759295.0,3,45.252,630.2336265
8,1977,80428306.0,3,46.923,659.8772322
8,1982,93074406.0,3,50.009,676.9818656
8,1987,103764241.0,3,52.819,751.9794035
8,1992,113704579.0,3,56.018,837.8101643
8,1997,123315288.0,3,59.412,972.7700352
8,2002,135656790.0,3,62.013,1136.39043
8,2007,150448339.0,3,64.062,1391.253792
9,1952,8730405.0,4,68.0,8343.105127
9,1957,8989111.0,4,69.24,9714.960623
9,1962,9218400.0,4,70.25,10991.20676
9,1967,9556500.0,4,70.94,13149.04119
9,1972,9709100.0,4,71.44,16672.14356
9,1977,9821800.0,4,72.8,19117.97448
9,1982,9856303.0,4,73.93,20979.84589
9,1987,9870200.0,4,75.35,22525.56308
9,1992,10045622.0,4,76.46,25575.57069
9,1997,10199787.0,4,77.53,27561.19663
9,2002,10311970.0,4,78.32,30485.88375
9,2007,10392226.0,4,79.441,33692.60508
10,1952,1738315.0,1,38.223,1062.7522
10,1957,1925173.0,1,40.358,959.6010805
10,1962,2151895.0,1,42.618,949.4990641
10,1967,2427334.0,1,44.885,1035.831411
10,1972,2761407.0,1,47.014,1085.796879
10,1977,3168267.0,1,49.19,1029.161251
10,1982,3641603.0,1,50.904,1277.897616
10,1987,4243788.0,1,52.337,1225.85601
10,1992,4981671.0,1,53.919,1191.207681
10,1997,6066080.0,1,54.777,1232.975292
10,2002,7026113.0,1,54.406,1372.877931
10,2007,8078314.0,1,56.728,1441.284873
11,1952,2883315.0,2,40.414,2677.326347
11,1957,3211738.0,2,41.89,2127.686326
11,1962,3593918.0,2,43.428,2180.972546
11,1967,4040665.0,2,45.032,2586.886053
11,1972,4565872.0,2,46.714,2980.331339
11,1977,5079716.0,2,50.023,3548.097832
11,1982,5642224.0,2,53.859,3156.510452
11,1987,6156369.0,2,57.251,2753.69149
11,1992,6893451.0,2,59.957,2961.699694
11,1997,7693188.0,2,62.05,3326.143191
11,2002,8445134.0,2,63.883,3413.26269
11,2007,9119152.0,2,65.554,3822.137084
12,1952,2791000.0,4,53.82,973.5331948
12,1957,3076000.0,4,58.45,1353.989176
12,1962,3349000.0,4,61.93,1709.683679
12,1967,3585000.0,4,64.79,2172.352423
12,1972,3819000.0,4,67.45,2860.16975
12,1977,4086000.0,4,69.86,3528.481305
12,1982,4172693.0,4,70.69,4126.613157
12,1987,4338977.0,4,71.14,4314.114757
12,1992,4256013.0,4,72.178,2546.781445
12,1997,3607000.0,4,73.244,4766.355904
12,2002,4165416.0,4,74.09,6018.975239
12,2007,4552198.0,4,74.852,7446.298803
13,1952,442308.0,1,47.622,851.2411407
13,1957,474639.0,1,49.618,918.2325349
13,1962,512764.0,1,51.52,983.6539764
13,1967,553541.0,1,53.298,1214.709294
13,1972,619351.0,1,56.024,2263.611114
13,1977,781472.0,1,59.319,3214.857818
13,1982,970347.0,1,61.484,4551.14215
13,1987,1151184.0,1,63.622,6205.88385
13,1992,1342614.0,1,62.745,7954.111645
13,1997,1536536.0,1,52.556,8647.142313
13,2002,1630347.0,1,46.634,11003.60508
13,2007,1639131.0,1,50.728,12569.85177
14,1952,56602560.0,2,50.917,2108.944355
14,1957,65551171.0,2,53.285,2487.365989
14,1962,76039390.0,2,55.665,3336.585802
14,1967,88049823.0,2,57.632,3429.864357
14,1972,100840058.0,2,59.504,4985.711467
14,1977,114313951.0,2,61.489,6660.118654
14,1982,128962939.0,2,63.336,7030.835878
14,1987,142938076.0,2,65.205,7807.095818
14,1992,155975974.0,2,67.057,6950.283021
14,1997,168546719.0,2,69.388,7957.980824
14,2002,179914212.0,2,71.006,8131.212843
14,2007,190010647.0,2,72.39,9065.800825
15,1952,7274900.0,4,59.6,2444.286648
15,1957,7651254.0,4,66.61,3008.670727
15,1962,8012946.0,4,69.51,4254.337839
15,1967,8310226.0,4,70.42,5577.0028
15,1972,8576200.0,4,70.9,6597.494398
15,1977,8797022.0,4,70.81,7612.240438
15,1982,8892098.0,4,71.08,8224.191647
15,1987,8971958.0,4,71.34,8239.854824
15,1992,8658506.0,4,71.19,6302.623438
15,1997,8066057.0,4,70.32,5970.38876
15,2002,7661799.0,4,72.14,7696.777725
15,2007,7322858.0,4,73.005,10680.79282
16,1952,4469979.0,1,31.975,543.2552413
16,1957,4713416.0,1,34.906,617.1834648
16,1962,4919632.0,1,37.814,722.5120206
16,1967,5127935.0,1,40.697,794.8265597
16,1972,5433886.0,1,43.591,854.7359763
16,1977,5889574.0,1,46.137,743.3870368
16,1982,6634596.0,1,48.122,807.1985855
16,1987,7586551.0,1,49.557,912.0631417
16,1992,8878303.0,1,50.26,931.7527731
16,1997,10352843.0,1,50.324,946.2949618
16,2002,12251209.0,1,50.65,1037.645221
16,2007,14326203.0,1,52.295,1217.032994
17,1952,2445618.0,1,39.031,339.2964587
17,1957,2667518.0,1,40.533,379.5646281
17,1962,2961915.0,1,42.045,355.2032273
17,1967,3330989.0,1,43.548,412.9775136
17,1972,3529983.0,1,44.057,464.0995039
17,1977,3834415.0,1,45.91,556.1032651
17,1982,4580410.0,1,47.471,559.603231
17,1987,5126023.0,1,48.211,621.8188189
17,1992,5809236.0,1,44.736,631.6998778
17,1997,6121610.0,1,45.326,463.1151478
17,2002,7021078.0,1,47.36,446.4035126
17,2007,8390505.0,1,49.58,430.0706916
18,1952,4693836.0,3,39.417,368.4692856
18,1957,5322536.0,3,41.366,434.0383364
18,1962,6083619.0,3,43.415,496.9136476
18,1967,6960067.0,3,45.415,523.4323142
18,1972,7450606.0,3,40.317,421.6240257
18,1977,6978607.0,3,31.22,524.9721832
18,1982,7272485.0,3,50.957,624.4754784
18,1987,8371791.0,3,53.914,683.8955732
18,1992,10150094.0,3,55.803,682.3031755
18,1997,11782962.0,3,56.534,734.28517
18,2002,12926707.0,3,56.752,896.2260153
18,2007,14131858.0,3,59.723,1713.778686
19,1952,5009067.0,1,38.523,1172.667655
19,1957,5359923.0,1,40.428,1313.048099
19,1962,5793633.0,1,42.643,1399.607441
19,1967,6335506.0,1,44.799,1508.453148
19,1972,7021028.0,1,47.049,1684.146528
19,1977,7959865.0,1,49.355,1783.432873
19,1982,9250831.0,1,52.961,2367.983282
19,1987,10780667.0,1,54.985,2602.664206
19,1992,12467171.0,1,54.314,1793.163278
19,1997,14195809.0,1,52.199,1694.337469
19,2002,15929988.0,1,49.856,1934.011449
19,2007,17696293.0,1,50.43,2042.09524
20,1952,14785584.0,2,68.75,11367.16112
20,1957,17010154.0,2,69.96,12489.95006
20,1962,18985849.0,2,71.3,13462.48555
20,1967,20819767.0,2,72.13,16076.58803
20,1972,22284500.0,2,72.88,18970.57086
20,1977,23796400.0,2,74.21,22090.88306
20,1982,25201900.0,2,75.76,22898.79214
20,1987,26549700.0,2,76.86,26626.51503
20,1992,28523502.0,2,77.95,26342.88426
20,1997,30305843.0,2,78.61,28954.92589
20,2002,31902268.0,2,79.77,33328.96507
20,2007,33390141.0,2,80.653,36319.23501
21,1952,1291695.0,1,35.463,1071.310713
21,1957,1392284.0,1,37.464,1190.844328
21,1962,1523478.0,1,39.475,1193.068753
21,1967,1733638.0,1,41.478,1136.056615
21,1972,1927260.0,1,43.457,1070.013275
21,1977,2167533.0,1,46.775,1109.374338
21,1982,2476971.0,1,48.295,956.7529907
21,1987,2840009.0,1,50.485,844.8763504
21,1992,3265124.0,1,49.396,747.9055252
21,1997,3696513.0,1,46.066,740.5063317
21,2002,4048013.0,1,43.308,738.6906068
21,2007,4369038.0,1,44.741,706.016537
22,1952,2682462.0,1,38.092,1178.665927
22,1957,2894855.0,1,39.881,1308.495577
22,1962,3150417.0,1,41.716,1389.817618
22,1967,3495967.0,1,43.601,1196.810565
22,1972,3899068.0,1,45.569,1104.103987
22,1977,4388260.0,1,47.383,1133.98495
22,1982,4875118.0,1,49.517,797.9081006
22,1987,5498955.0,1,51.051,952.386129
22,1992,6429417.0,1,51.724,1058.0643
22,1997,7562011.0,1,51.573,1004.961353
22,2002,8835739.0,1,50.525,1156.18186
22,2007,10238807.0,1,50.651,1704.063724
23,1952,6377619.0,2,54.745,3939.978789
23,1957,7048426.0,2,56.074,4315.622723
23,1962,7961258.0,2,57.924,4519.094331
23,1967,8858908.0,2,60.523,5106.654313
23,1972,9717524.0,2,63.441,5494.024437
23,1977,10599793.0,2,67.052,4756.763836
23,1982,11487112.0,2,70.565,5095.665738
23,1987,12463354.0,2,72.492,5547.063754
23,1992,13572994.0,2,74.126,7596.125964
23,1997,14599929.0,2,75.816,10118.05318
23,2002,15497046.0,2,77.86,10778.78385
23,2007,16284741.0,2,78.553,13171.63885
24,1952,556263528.0,3,44.0,400.4486107
24,1957,637408000.0,3,50.54896,575.9870009
24,1962,665770000.0,3,44.50136,487.6740183
24,1967,754550000.0,3,58.38112,612.7056934
24,1972,862030000.0,3,63.11888,676.9000921
24,1977,943455000.0,3,63.96736,741.2374699
24,1982,1000281000.0,3,65.525,962.4213805
24,1987,1084035000.0,3,67.274,1378.904018
24,1992,1164970000.0,3,68.69,1655.784158
24,1997,1230075000.0,3,70.426,2289.234136
24,2002,1280400000.0,3,72.028,3119.280896
24,2007,1318683096.0,3,72.961,4959.114854
25,1952,12350771.0,2,50.643,2144.115096
25,1957,14485993.0,2,55.118,2323.805581
25,1962,17009885.0,2,57.863,2492.351109
25,1967,19764027.0,2,59.963,2678.729839
25,1972,22542890.0,2,61.623,3264.660041
25,1977,25094412.0,2,63.837,3815.80787
25,1982,27764644.0,2,66.653,4397.575659
25,1987,30964245.0,2,67.768,4903.2191
25,1992,34202721.0,2,68.421,5444.648617
25,1997,37657830.0,2,70.313,6117.361746
25,2002,41008227.0,2,71.682,5755.259962
25,2007,44227550.0,2,72.889,7006.580419
26,1952,153936.0,1,40.715,1102.990936
26,1957,170928.0,1,42.46,1211.148548
26,1962,191689.0,1,44.467,1406.648278
26,1967,217378.0,1,46.472,1876.029643
26,1972,250027.0,1,48.944,1937.577675
26,1977,304739.0,1,50.939,1172.603047
26,1982,348643.0,1,52.933,1267.100083
26,1987,395114.0,1,54.926,1315.980812
26,1992,454429.0,1,57.939,1246.90737
26,1997,527982.0,1,60.66,1173.618235
26,2002,614382.0,1,62.974,1075.811558
26,2007,710960.0,1,65.152,986.1478792
27,1952,14100005.0,1,39.143,780.5423257
27,1957,15577932.0,1,40.652,905.8602303
27,1962,17486434.0,1,42.122,896.3146335
27,1967,19941073.0,1,44.056,861.5932424
27,1972,23007669.0,1,45.989,904.8960685
27,1977,26480870.0,1,47.804,795.757282
27,1982,30646495.0,1,47.784,673.7478181
27,1987,35481645.0,1,47.412,672.774812
27,1992,41672143.0,1,45.548,457.7191807
27,1997,47798986.0,1,42.587,312.188423
27,2002,55379852.0,1,44.966,241.1658765
27,2007,64606759.0,1,46.462,277.5518587
28,1952,854885.0,1,42.111,2125.621418
28,1957,940458.0,1,45.053,2315.056572
28,1962,1047924.0,1,48.435,2464.783157
28,1967,1179760.0,1,52.04,2677.939642
28,1972,1340458.0,1,54.907,3213.152683
28,1977,1536769.0,1,55.625,3259.178978
28,1982,1774735.0,1,56.695,4879.507522
28,1987,2064095.0,1,57.47,4201.194937
28,1992,2409073.0,1,56.433,4016.239529
28,1997,2800947.0,1,52.962,3484.164376
28,2002,3328795.0,1,52.97,3484.06197
28,2007,3800610.0,1,55.322,3632.557798
29,1952,926317.0,2,57.206,2627.009471
29,1957,1112300.0,2,60.026,2990.010802
29,1962,1345187.0,2,62.842,3460.937025
29,1967,1588717.0,2,65.424,4161.727834
29,1972,1834796.0,2,67.849,5118.146939
29,1977,2108457.0,2,70.75,5926.876967
29,1982,2424367.0,2,73.45,5262.734751
29,1987,2799811.0,2,74.752,5629.915318
29,1992,3173216.0,2,75.713,6160.416317
29,1997,3518107.0,2,77.26,6677.045314
29,2002,3834934.0,2,78.123,7723.447195
29,2007,4133884.0,2,78.782,9645.06142
30,1952,2977019.0,1,40.477,1388.594732
30,1957,3300000.0,1,42.469,1500.895925
30,1962,3832408.0,1,44.93,1728.869428
30,1967,4744870.0,1,47.35,2052.050473
30,1972,6071696.0,1,49.801,2378.201111
30,1977,7459574.0,1,52.374,2517.736547
30,1982,9025951.0,1,53.983,2602.710169
30,1987,10761098.0,1,54.655,2156.956069
30,1992,12772596.0,1,52.044,1648.073791
30,1997,14625967.0,1,47.991,1786.265407
30,2002,16252726.0,1,46.832,1648.800823
30,2007,18013409.0,1,48.328,1544.750112
31,1952,3882229.0,4,61.21,3119.23652
31,1957,3991242.0,4,64.77,4338.231617
31,1962,4076557.0,4,67.13,5477.890018
31,1967,4174366.0,4,68.5,6960.297861
31,1972,4225310.0,4,69.61,9164.090127
31,1977,4318673.0,4,70.64,11305.38517
31,1982,4413368.0,4,70.46,13221.82184
31,1987,4484310.0,4,71.52,13822.58394
31,1992,4494013.0,4,72.527,8447.794873
31,1997,4444595.0,4,73.68,9875.604515
31,2002,4481020.0,4,74.876,11628.38895
31,2007,4493312.0,4,75.748,14619.22272
32,1952,6007797.0,2,59.421,5586.53878
32,1957,6640752.0,2,62.325,6092.174359
32,1962,7254373.0,2,65.246,5180.75591
32,1967,8139332.0,2,68.29,5690.268015
32,1972,8831348.0,2,70.723,5305.445256
32,1977,9537988.0,2,72.649,6380.494966
32,1982,9789224.0,2,73.717,7316.918107
32,1987,10239839.0,2,74.174,7532.924763
32,1992,10723260.0,2,74.414,5592.843963
32,1997,10983007.0,2,76.151,5431.990415
32,2002,11226999.0,2,77.158,6340.646683
32,2007,11416987.0,2,78.273,8948.102923
33,1952,9125183.0,4,66.87,6876.14025
33,1957,9513758.0,4,69.03,8256.343918
33,1962,9620282.0,4,69.9,10136.86713
33,1967,9835109.0,4,70.38,11399.44489
33,1972,9862158.0,4,70.29,13108.4536
33,1977,10161915.0,4,70.71,14800.16062
33,1982,10303704.0,4,70.96,15377.22855
33,1987,10311597.0,4,71.58,16310.4434
33,1992,10315702.0,4,72.4,14297.02122
33,1997,10300707.0,4,74.01,16048.51424
33,2002,10256295.0,4,75.51,17596.21022
33,2007,10228744.0,4,76.486,22833.30851
34,1952,4334000.0,4,70.78,9692.385245
34,1957,4487831.0,4,71.81,11099.65935
34,1962,4646899.0,4,72.35,13583.31351
34,1967,4838800.0,4,72.96,15937.21123
34,1972,4991596.0,4,73.47,18866.20721
34,1977,5088419.0,4,74.69,20422.9015
34,1982,5117810.0,4,74.63,21688.04048
34,1987,5127024.0,4,74.8,25116.17581
34,1992,5171393.0,4,75.33,26406.73985
34,1997,5283663.0,4,76.11,29804.34567
34,2002,5374693.0,4,77.18,32166.50006
34,2007,5468120.0,4,78.332,35278.41874
35,1952,63149.0,1,34.812,2669.529475
35,1957,71851.0,1,37.328,2864.969076
35,1962,89898.0,1,39.693,3020.989263
35,1967,127617.0,1,42.074,3020.050513
35,1972,178848.0,1,44.366,3694.212352
35,1977,228694.0,1,46.519,3081.761022
35,1982,305991.0,1,48.812,2879.468067
35,1987,311025.0,1,50.04,2880.102568
35,1992,384156.0,1,51.604,2377.156192
35,1997,417908.0,1,53.157,1895.016984
35,2002,447416.0,1,53.373,1908.260867
35,2007,496374.0,1,54.791,2082.481567
36,1952,2491346.0,2,45.928,1397.717137
36,1957,2923186.0,2,49.828,1544.402995
36,1962,3453434.0,2,53.459,1662.137359
36,1967,4049146.0,2,56.751,1653.723003
36,1972,4671329.0,2,59.631,2189.874499
36,1977,5302800.0,2,61.788,2681.9889
36,1982,5968349.0,2,63.727,2861.092386
36,1987,6655297.0,2,66.046,2899.842175
36,1992,7351181.0,2,68.457,3044.214214
36,1997,7992357.0,2,69.957,3614.101285
36,2002,8650322.0,2,70.847,4563.808154
36,2007,9319622.0,2,72.235,6025.374752
37,1952,3548753.0,2,48.357,3522.110717
37,1957,4058385.0,2,51.356,3780.546651
37,1962,4681707.0,2,54.64,4086.114078
37,1967,5432424.0,2,56.678,4579.074215
37,1972,6298651.0,2,58.796,5280.99471
37,1977,7278866.0,2,61.31,6679.62326
37,1982,8365850.0,2,64.342,7213.791267
37,1987,9545158.0,2,67.231,6481.776993
37,1992,10748394.0,2,69.613,7103.702595
37,1997,11911819.0,2,72.312,7429.455877
37,2002,12921234.0,2,74.173,5773.044512
37,2007,13755680.0,2,74.994,6873.262326
38,1952,22223309.0,1,41.893,1418.822445
38,1957,25009741.0,1,44.444,1458.915272
38,1962,28173309.0,1,46.992,1693.335853
38,1967,31681188.0,1,49.293,1814.880728
38,1972,34807417.0,1,51.137,2024.008147
38,1977,38783863.0,1,53.319,2785.493582
38,1982,45681811.0,1,56.006,3503.729636
38,1987,52799062.0,1,59.797,3885.46071
38,1992,59402198.0,1,63.674,3794.755195
38,1997,66134291.0,1,67.217,4173.181797
38,2002,73312559.0,1,69.806,4754.604414
38,2007,80264543.0,1,71.338,5581.180998
39,1952,2042865.0,2,45.262,3048.3029
39,1957,2355805.0,2,48.57,3421.523218
39,1962,2747687.0,2,52.307,3776.803627
39,1967,3232927.0,2,55.855,4358.595393
39,1972,3790903.0,2,58.207,4520.246008
39,1977,4282586.0,2,56.696,5138.922374
39,1982,4474873.0,2,56.604,4098.344175
39,1987,4842194.0,2,63.154,4140.442097
39,1992,5274649.0,2,66.798,4444.2317
39,1997,5783439.0,2,69.535,5154.825496
39,2002,6353681.0,2,70.734,5351.568666
39,2007,6939688.0,2,71.878,5728.353514
40,1952,216964.0,1,34.482,375.6431231
40,1957,232922.0,1,35.983,426.0964081
40,1962,249220.0,1,37.485,582.8419714
40,1967,259864.0,1,38.987,915.5960025
40,1972,277603.0,1,40.516,672.4122571
40,1977,192675.0,1,42.024,958.5668124
40,1982,285483.0,1,43.662,927.8253427
40,1987,341244.0,1,45.664,966.8968149
40,1992,387838.0,1,47.545,1132.055034
40,1997,439971.0,1,48.245,2814.480755
40,2002,495627.0,1,49.348,7703.4959
40,2007,551201.0,1,51.579,12154.08975
41,1952,1438760.0,1,35.928,328.9405571
41,1957,1542611.0,1,38.047,344.1618859
41,1962,1666618.0,1,40.158,380.9958433
41,1967,1820319.0,1,42.189,468.7949699
41,1972,2260187.0,1,44.142,514.3242082
41,1977,2512642.0,1,44.535,505.7538077
41,1982,2637297.0,1,43.89,524.8758493
41,1987,2915959.0,1,46.453,521.1341333
41,1992,3668440.0,1,49.991,582.8585102
41,1997,4058319.0,1,53.378,913.47079
41,2002,4414865.0,1,55.24,765.3500015
41,2007,4906585.0,1,58.04,641.3695236
42,1952,20860941.0,1,34.078,362.1462796
42,1957,22815614.0,1,36.667,378.9041632
42,1962,25145372.0,1,40.059,419.4564161
42,1967,27860297.0,1,42.115,516.1186438
42,1972,30770372.0,1,43.515,566.2439442
42,1977,34617799.0,1,44.51,556.8083834
42,1982,38111756.0,1,44.916,577.8607471
42,1987,42999530.0,1,46.684,573.7413142
42,1992,52088559.0,1,48.091,421.3534653
42,1997,59861301.0,1,49.402,515.8894013
42,2002,67946797.0,1,50.725,530.0535319
42,2007,76511887.0,1,52.947,690.8055759
43,1952,4090500.0,4,66.55,6424.519071
43,1957,4324000.0,4,67.49,7545.415386
43,1962,4491443.0,4,68.75,9371.842561
43,1967,4605744.0,4,69.83,10921.63626
43,1972,4639657.0,4,70.87,14358.8759
43,1977,4738902.0,4,72.52,15605.42283
43,1982,4826933.0,4,74.55,18533.15761
43,1987,4931729.0,4,74.83,21141.01223
43,1992,5041039.0,4,75.7,20647.16499
43,1997,5134406.0,4,77.13,23723.9502
43,2002,5193039.0,4,78.37,28204.59057
43,2007,5238460.0,4,79.313,33207.0844
44,1952,42459667.0,4,67.41,7029.809327
44,1957,44310863.0,4,68.93,8662.834898
44,1962,47124000.0,4,70.51,10560.48553
44,1967,49569000.0,4,71.55,12999.91766
44,1972,51732000.0,4,72.38,16107.19171
44,1977,53165019.0,4,73.83,18292.63514
44,1982,54433565.0,4,74.89,20293.89746
44,1987,55630100.0,4,76.34,22066.44214
44,1992,57374179.0,4,77.46,24703.79615
44,1997,58623428.0,4,78.64,25889.78487
44,2002,59925035.0,4,79.59,28926.03234
44,2007,61083916.0,4,80.657,30470.0167
45,1952,420702.0,1,37.003,4293.476475
45,1957,434904.0,1,38.999,4976.198099
45,1962,455661.0,1,40.489,6631.459222
45,1967,489004.0,1,44.598,8358.761987
45,1972,537977.0,1,48.69,11401.94841
45,1977,706367.0,1,52.79,21745.57328
45,1982,753874.0,1,56.564,15113.36194
45,1987,880397.0,1,60.19,11864.40844
45,1992,985739.0,1,61.366,13522.15752
45,1997,1126189.0,1,60.461,14722.84188
45,2002,1299304.0,1,56.761,12521.71392
45,2007,1454867.0,1,56.735,13206.48452
46,1952,284320.0,1,30.0,485.2306591
46,1957,323150.0,1,32.065,520.9267111
46,1962,374020.0,1,33.896,599.650276
46,1967,439593.0,1,35.857,734.7829124
46,1972,517101.0,1,38.308,756.0868363
46,1977,608274.0,1,41.842,884.7552507
46,1982,715523.0,1,45.58,835.8096108
46,1987,848406.0,1,49.265,611.6588611
46,1992,1025384.0,1,52.644,665.6244126
46,1997,1235767.0,1,55.861,653.7301704
46,2002,1457766.0,1,58.041,660.5855997
46,2007,1688359.0,1,59.448,752.7497265
47,1952,69145952.0,4,67.5,7144.114393
47,1957,71019069.0,4,69.1,10187.82665
47,1962,73739117.0,4,70.3,12902.46291
47,1967,76368453.0,4,70.8,14745.62561
47,1972,78717088.0,4,71.0,18016.18027
47,1977,78160773.0,4,72.5,20512.92123
47,1982,78335266.0,4,73.8,22031.53274
47,1987,77718298.0,4,74.847,24639.18566
47,1992,80597764.0,4,76.07,26505.30317
